fighter_id,name,height,reach,stance,dob,record
6f242453c91a5af0,Dennis Bermudez,"5' 6""","66""",Orthodox,"Dec 13, 1986",17-9-0
c4d039123e62f6a9,Dennis Buzukja,"5' 9""","70""",Switch,"Oct 01, 1997",12-6-0
8a8a84b743ae7699,Dennis Hallman,"5' 9""","72""",Orthodox,"Dec 02, 1975",53-20-2 (1 NC)
5f87a5c00b3d17ed,Dennis Siver,"5' 6""","70""",Orthodox,"Jan 13, 1979",23-11-0 (1 NC)
2526be54e6a0e62a,Denys Bondar,"5' 6""","69""",Orthodox,"Jun 27, 1992",14-5-0
b5c19c34f12c917e,Denzel Freeman,"6' 1""","77""",Southpaw,"Nov 10, 1991",7-2-0
3f7dab21b6c971bc,Dequan Townsend,"6' 3""","79""",Orthodox,"May 11, 1986",21-12-0
b1a3e0aca758b322,Derek Brunson,"6' 1""","77""",Southpaw,"Jan 04, 1984",23-9-0
b05086131c6f5dc5,Derek Downey,"6' 1""",--,Orthodox,"Apr 27, 1980",11-4-0
483a953b18d73bb3,Deron Winn,"5' 6""","70""",Orthodox,"Jun 13, 1989",7-3-0
714e1e0681ddb703,Derrick Krantz,"5' 10""","72""",Orthodox,"Jan 13, 1988",22-12-0
d3df1add9d9a7efb,Derrick Lewis,"6' 3""","79""",Orthodox,"Feb 07, 1985",29-14-0 (1 NC)
21321cdfba797c52,Derrick Noble,"5' 9""",--,Southpaw,"Aug 14, 1978",27-15-1
f046d724d2a84ac5,Desmond Green,"5' 10""","73""",Southpaw,"Oct 11, 1989",23-8-0
cc7040fe76f0ef91,Devin Clark,"6' 0""","75""",Orthodox,"Apr 12, 1990",14-9-0
065eb44700e641a4,Devin Powell,"6' 0""","73""",Orthodox,"Mar 01, 1988",9-4-0
207773daeb4afa7b,Devonte Smith,"5' 9""","76""",Orthodox,"Jul 30, 1993",11-4-0
e9213f53ddeca978,Dhiego Lima,"6' 2""","75""",Orthodox,"Jan 31, 1989",17-9-0
d7e40dca3ae125be,Diana Belbita,"5' 7""","68""",Orthodox,"Jun 26, 1996",15-10-0
c2e3e67b5911bfb7,Diego Brandao,"5' 7""","64""",Orthodox,"May 27, 1987",22-11-0
f53d4f21d1b5f2dc,Diego Ferreira,"5' 9""","74""",Orthodox,"Jan 18, 1985",19-7-0
f166e93d04a8c274,Diego Lopes,"5' 11""","72""",Orthodox,"Dec 30, 1994",28-8-0
3a24769a4855040a,Diego Nunes,"5' 6""","67""",Orthodox,"Nov 30, 1982",19-7-0
09f579be4520394a,Diego Rivas,"5' 8""","69""",Orthodox,"Nov 11, 1991",10-2-0
82e7929bf6c2b689,Diego Sanchez,"5' 10""","72""",Southpaw,"Dec 31, 1981",31-13-0
4f4dac51adc1af4f,Diego Saraiva,"5' 6""",--,Orthodox,"Apr 23, 1982",22-20-1
0db70ca89e1c7374,Dieusel Berto,"5' 9""",--,,--,0-3-0
8270c00fae24c922,Dileno Lopes,"5' 5""",--,,"Sep 26, 1984",19-3-0
40a604761ca7d64d,Din Thomas,"5' 9""",--,Orthodox,"Sep 28, 1976",26-9-0 (1 NC)
e0664abaa023fd6f,Ding Meng,"6' 2""","73""",Orthodox,"Sep 27, 1994",35-10-0
27b388f0aab49780,Dione Barbosa,"5' 6""","66""",Orthodox,"May 08, 1992",10-4-0
709fadb644ee3f51,Diyar Nurgozhay,"6' 2""","74""",Southpaw,"Apr 22, 1997",11-2-0
312f7d7b2b2f7de4,Djorden Santos,"6' 0""","75""",Orthodox,"Aug 01, 1997",11-3-0
738acab0c6934dd8,Dmitri Stepanov,"6' 3""",--,Orthodox,--,0-1-0
75afb06215a07341,Dmitrii Smoliakov,"6' 2""","74""",Switch,"Aug 05, 1982",9-3-0
85ff1b9471d35238,Dmitry Sosnovskiy,"6' 3""","77""",Orthodox,"Jul 06, 1989",11-0-0
b14a68c533f4a4aa,Dokonjonosuke Mishima,"5' 7""",--,Southpaw,"Apr 19, 1972",21-7-2
530af2900b5a1693,Dom Mar Fan,"5' 11""","75""",Orthodox,"Mar 19, 2000",9-3-0
4bf6b225ff6099c4,Domingo Pilarte,"6' 0""","73""",Southpaw,"Jan 05, 1990",8-3-0 (1 NC)
2de91c2244ad7e89,Dominic Waters,"6' 1""","79""",Orthodox,"Apr 11, 1989",9-5-0
10f3ba6cd2f44a97,Dominick Cruz,"5' 8""","68""",Orthodox,"Mar 09, 1985",24-4-0
2e19380f34871c6a,Dominick Reyes,"6' 4""","77""",Southpaw,"Dec 26, 1989",16-5-0
68c11c27d4d56572,Dominique Steele,"5' 10""","74""",Orthodox,"Jan 27, 1988",14-9-0
271fe91f4ba9d2c5,Don Frye,"6' 1""",--,Orthodox,"Nov 23, 1965",20-9-1 (1 NC)
68c7ad953455c73f,Don Madge,"6' 0""","72""",Southpaw,"Nov 12, 1990",9-3-1
da4628f173337902,Don Shainis,"5' 6""","67""",Orthodox,"Sep 16, 1990",12-5-0
1a9480fc288e55d7,Don'Tale Mayes,"6' 6""","81""",Orthodox,"Jan 16, 1992",11-9-0 (1 NC)
1d00756835ca67c9,Donald Cerrone,"6' 1""","73""",Orthodox,"Mar 29, 1983",36-17-0 (2 NC)
9bcf8603ceb25680,Dong Hyun Kim,"6' 2""","76""",Southpaw,"Nov 17, 1981",22-4-1 (1 NC)
98a6b2361045898f,Dong Hyun Ma,"5' 11""","70""",Orthodox,"Sep 09, 1988",16-11-3
3be16d817b36098b,DongHun Choi,"5' 5""","66""",Switch,"Jan 02, 1999",9-0-0
aed06011bf62237b,Dongi Yang,"5' 10""","73""",Southpaw,"Dec 07, 1984",13-3-0
8788beb528894f33,Donnie Chappell,"5' 11""",--,Southpaw,--,0-1-0
e6147d5ab3685899,Donny Walker,"5' 9""",--,,"Jan 04, 1980",15-10-0
ad5cb64af10fc946,Donte Johnson,"5' 8""","74""",Southpaw,"Jan 25, 1999",8-0-0
e93b04e308913c2e,Dooho Choi,"5' 10""","70""",Orthodox,"Apr 10, 1991",17-4-1
ee4b670e159f4a33,Dorian Price,"6' 3""",--,Southpaw,"Aug 20, 1977",8-5-0
d3de4a24f7eefac8,Doug Evans,"5' 9""",--,Orthodox,"Oct 10, 1980",13-10-0
3a314d9fa7c6825d,Douglas Silva de Andrade,"5' 7""","68""",Orthodox,"Jun 22, 1985",29-7-0 (1 NC)
7cbf7c78d3b34218,Drakkar Klose,"5' 9""","70""",Orthodox,"Mar 09, 1988",16-3-1
dc3b9cf7641b7ab6,Drako Rodriguez,"5' 8""","69""",Orthodox,"Jun 16, 1996",7-3-0
519e4fe37ce9ff75,Drew Dober,"5' 8""","70""",Southpaw,"Oct 19, 1988",29-15-0 (1 NC)
d814f5192e58fb2f,Drew Fickett,"5' 10""","70""",Orthodox,"Dec 14, 1979",42-21-0
1fd4fbdcc67de844,Drew McFedries,"6' 0""","72""",Southpaw,"Jul 27, 1978",12-7-0
0d7b51c9d2649a6e,Dricus Du Plessis,"6' 1""","76""",Switch,"Jan 14, 1994",24-3-0
84ac950d4c1722dd,Duane Ludwig,"5' 10""","70""",Orthodox,"Aug 04, 1978",21-14-0
d6ead04919a894b1,Duda Santana,"5' 7""","73""",Orthodox,"Jan 10, 1996",3-1-0
866fd7b1a6c90e7f,Dusko Todorovic,"6' 1""","74""",Orthodox,"May 19, 1994",13-6-0
a149d6bc670cdb60,Dustin Hazelett,"6' 1""","76""",Orthodox,"Apr 29, 1986",12-7-0
e4277e87a789d687,Dustin Jacoby,"6' 3""","76""",Orthodox,"Apr 04, 1988",22-9-1
fe91d254db77a7fc,Dustin Kimura,"5' 7""","71""",Orthodox,"May 21, 1989",11-3-0
e503aa5c252a1b4d,Dustin Neace,"5' 9""","69""",,"Sep 12, 1986",25-21-1 (1 NC)
f53c1f4ceeed8c08,Dustin Ortiz,"5' 5""","65""",Orthodox,"Dec 25, 1988",19-8-0
55f80a8aeffcdb33,Dustin Pague,"5' 9""","74""",Orthodox,"Aug 05, 1987",12-11-0
029eaff01e6bb8f0,Dustin Poirier,"5' 9""","72""",Southpaw,"Jan 19, 1989",30-10-0 (1 NC)
71505842fb6455c3,Dustin Stoltzfus,"6' 0""","75""",Orthodox,"Nov 15, 1991",16-8-0
31c01fbc2586a5eb,Dwayne Cason,"5' 10""",--,Orthodox,--,1-1-0
8be158ca1e5ea6a0,Dwight Grant,"6' 1""","76""",Switch,"Sep 14, 1984",11-6-0
00debc804e2b1cd4,Dylan Andrews,"6' 1""","74""",Switch,"Nov 15, 1979",18-7-0 (1 NC)
a817e238b2747404,Dylan Budka,"6' 0""","75""",Switch,"Jan 14, 2000",7-5-0
dc950d59dc590aca,Ebenezer Fontes Braga,"6' 0""",--,Orthodox,"Apr 14, 1969",13-7-2
06f36cf4bd97ec77,Ed Herman,"6' 1""","77""",Orthodox,"Oct 02, 1980",27-16-0 (1 NC)
33a331684283900f,Eddie Alvarez,"5' 9""","69""",Orthodox,"Jan 11, 1984",29-6-0 (1 NC)
8cad40a75e5c97f5,Eddie Gordon,"6' 0""","76""",Orthodox,"Jul 22, 1983",8-4-0
49e49b54e5901d0d,Eddie Mendez,"5' 10""",--,,"Jan 16, 1984",8-3-1 (1 NC)
7b9aa973e5c04624,Eddie Ruiz,"5' 7""",--,Orthodox,"Jun 10, 1967",1-1-0
7f0b4a75ef3039a3,Eddie Sanchez,"6' 2""","74""",Orthodox,"Nov 04, 1982",15-8-0
fc9a9559a05f2704,Eddie Wineland,"5' 7""","69""",Orthodox,"Jun 26, 1984",24-16-1
cc84b68f862b466f,Eddie Yagin,"5' 7""",--,Orthodox,"Mar 23, 1979",16-7-1
5ef94841c4bc3f86,Edgar Chairez,"5' 7""","71""",Orthodox,"Jan 27, 1996",14-6-0 (1 NC)
8d49545dadf9b919,Edgar Garcia,"5' 10""","71""",Orthodox,"Feb 22, 1984",14-5-0
afdb76fbd86f6d11,Edilberto de Oliveira,"6' 0""",--,Orthodox,"Nov 22, 1982",29-15-2
6c7020b859c7a3ce,Edimilson Souza,"6' 0""","74""",Orthodox,"Oct 17, 1984",15-5-0
4144798612ef96e5,Edmen Shahbazyan,"6' 2""","74""",Orthodox,"Nov 20, 1997",16-6-0
acd9513399a8b09b,Ednaldo Oliveira,"6' 5""",--,Orthodox,"Feb 19, 1984",17-3-1 (1 NC)
64a50dad704d1d49,Edson Barboza,"5' 11""","75""",Orthodox,"Jan 21, 1986",24-14-0
de594b35c45c2e9a,Eduarda Moura,"5' 6""","67""",Orthodox,"Feb 28, 1994",12-2-0
7bde387d50829adf,Eduardo Garagorri,"5' 9""","70""",Orthodox,"May 28, 1989",13-2-0
6224e8d0a34264eb,Edward Faaloloto,--,"70""",Orthodox,"Jul 15, 1984",2-5-0
75bbd2206a15319f,Edwin DeWees,"6' 1""",--,Orthodox,"Aug 07, 1982",38-17-0 (1 NC)
bbfca6d5c27d9cd8,Edwin Figueroa,"5' 7""","69""",Orthodox,"Jul 31, 1984",9-5-0
83fd97284f4bb4a4,Efrain Escudero,"5' 9""","71""",Orthodox,"Jan 15, 1986",28-12-0
2b4faacc16d66898,Eiji Mitsuoka,"5' 7""",--,Southpaw,"Jan 01, 1976",18-9-2
ee5df903f80c6816,Eldo Xavier Dias,"5' 11""",--,,"Jul 16, 1964",0-1-0
ac5a7400da3a9a41,Elias Garcia,"5' 5""","67""",Southpaw,"Sep 13, 1992",6-2-0
52ba464d9068d871,Elias Silverio,"5' 11""","73""",Orthodox,"Sep 22, 1986",13-3-0
34f88592c0ab7a54,Elias Theodorou,"6' 1""","75""",Orthodox,"May 31, 1988",16-3-0
7478b7f959ba61f5,Elijah Smith,"5' 9""","71""",Orthodox,"Sep 05, 2002",10-1-0
a08d909a5be6f410,Eliot Marshall,"6' 2""","77""",Orthodox,"Jul 07, 1980",10-4-0
ac7c765882f2c68c,Elise Reed,"5' 3""","63""",Orthodox,"Dec 05, 1992",8-5-0
87e4a3a5080ee7ce,Elisha Ellison,"6' 0""","78""",Orthodox,"Mar 05, 1997",5-3-0
dcbf01d605681ad1,Elizabeth Phillips,"5' 6""","65""",Orthodox,"Aug 20, 1986",6-6-0
8adcbd525fab8d9b,Elizeu Zaleski dos Santos,"5' 11""","73""",Orthodox,"Dec 11, 1986",25-10-1
48a9a128784d53d1,Elves Brener,"5' 10""","72""",Orthodox,"Sep 27, 1997",16-6-0
28c55b4087a6f136,Elvis Mutapcic,"6' 0""","72""",Orthodox,"Jul 19, 1986",15-6-1
817e0bdf08efce2e,Elvis Sinosic,"6' 3""","77""",Orthodox,"Feb 13, 1971",7-11-2
103b06d8707895a9,Emil Meek,"5' 11""","74""",Switch,"Aug 20, 1988",9-5-1 (1 NC)
02f8fedc18cbd26c,Emily Ducote,"5' 2""","63""",Orthodox,"Jan 01, 1994",13-9-0
c1ea9d56cd953586,Emily Kagan,"5' 3""",--,,"Jul 14, 1981",3-3-0
b3d21b2610dcfaeb,Emily Whitmire,"5' 5""","63""",Orthodox,"May 24, 1991",4-5-0
2299605af59fd309,Emmanuel Yarborough,"6' 8""",--,Open Stance,"Sep 05, 1960",1-2-0
be0b310a12eb80b4,Enrique Barzola,"5' 7""","70""",Orthodox,"Apr 28, 1989",17-5-2
23a6e307077c6ccc,Enrique Marin,"5' 10""",--,,"Sep 02, 1986",10-4-0
0cf935519d439ba6,Enson Inoue,"5' 10""",--,Orthodox,"Apr 15, 1967",12-8-0
abbc4fc02e0d84b3,Eric Martin,--,--,,--,0-1-0
9508cc6184cb2450,Eric McConico,"6' 0""","77""",Southpaw,"May 09, 1990",11-4-1
64b12fe31be7560c,Eric Nolan,"6' 2""","74""",Orthodox,"Sep 13, 1997",8-5-0
f59f1d3a2ff13edd,Eric Schafer,"6' 3""","76""",Orthodox,"Sep 20, 1977",14-8-2
a0c64f272b65d441,Eric Shelton,"5' 6""","68""",Orthodox,"Feb 02, 1991",12-6-0
b9664eae2ac75262,Eric Spicely,"6' 1""","73""",Orthodox,"Sep 29, 1986",12-6-0
53f84637dfffab7a,Eric Wisely,"5' 8""",--,Southpaw,"Jul 25, 1984",26-9-1
a2ccf35a88346a91,Erick Gonzalez,"5' 11""","75""",Orthodox,"Jan 20, 1992",14-8-0
8163cd7de0342652,Erick Montano,"6' 0""","73""",Orthodox,"Nov 19, 1985",7-5-0
5866fc86183a9fb8,Erick Silva,"6' 0""","74""",Orthodox,"Jun 21, 1984",19-9-0 (1 NC)
67a992d4cff22466,Ericka Almeida,"5' 6""",--,Orthodox,"Mar 05, 1989",7-3-0
99bd87a300079ed9,Erik Koch,"5' 10""","71""",Southpaw,"Oct 04, 1988",16-6-0
af62f99eb7606308,Erik Perez,"5' 8""","68""",Orthodox,"Nov 19, 1989",17-6-0
21b813b919776d90,Erik Silva,"5' 9""","71""",Orthodox,"Mar 16, 1987",9-4-0
669970f7feba8ecd,Erin Blanchfield,"5' 4""","66""",Orthodox,"May 04, 1999",14-2-0
b406da701c479076,Ernest Chavez,"5' 8""","70""",Orthodox,"Jun 27, 1983",10-2-0
e4faa79383c9f214,Ernesta Kareckaite,"5' 9""","71""",Orthodox,"Jul 05, 1998",6-2-1
2b1587a3376ab743,Ernie Verdicia,"5' 11""",--,Orthodox,--,0-1-0
cad24459b28592ca,Eryk Anders,"6' 1""","75""",Southpaw,"Apr 21, 1987",18-9-0 (1 NC)
323d4ca260dfa0ba,Esteban Ribovics,"5' 10""","69""",Orthodox,"Apr 27, 1996",15-3-0
d0a5ef38a7778ac2,Estevan Payan,"5' 10""",--,Orthodox,"Mar 14, 1982",16-12-0 (1 NC)
d776b5814f2400b4,Ethyn Ewing,"5' 6""","69""",Orthodox,"Feb 19, 1996",10-2-0
ce783bf73b5131f9,Eugene Jackson,"5' 8""",--,Orthodox,"Sep 23, 1966",15-9-1
f70144caea5c4c80,Eugenio Tadeu,"5' 8""",--,Orthodox,"Aug 17, 1963",2-3-0 (1 NC)
e5c9de15bb58b1c6,Evan Dunham,"5' 10""","70""",Southpaw,"Dec 18, 1981",18-9-1
d9a56ecb6e94f02e,Evan Elder,"5' 10""","72""",Switch,"Apr 11, 1997",10-2-0
8f2d9ee27f206f1f,Evan Tanner,"6' 0""","74""",Orthodox,"Feb 11, 1971",32-8-0
263ebd4a669e1e98,Fabiano Iha,"5' 8""",--,Orthodox,"Jul 28, 1970",9-5-0
0bc7e61d204f2137,Fabiano Scherner,"6' 3""",--,Orthodox,"Jun 30, 1972",11-10-0 (3 NC)
78a68f1dade6aaf7,Fabio Cherant,"6' 1""","74""",Southpaw,"Nov 25, 1994",7-4-0
8377c5572cb356f3,Fabio Gurgel,"6' 0""",--,Orthodox,"Jan 18, 1970",3-2-0
1fb80f46d3c105d9,Fabio Maldonado,"6' 1""","75""",Orthodox,"Mar 17, 1980",23-11-0
7abe471b61725980,Fabricio Camoes,"5' 10""","71""",Orthodox,"Dec 23, 1978",14-9-1
492b202d2064e7a9,Fabricio Werdum,"6' 4""","77""",Orthodox,"Jul 30, 1977",24-9-1
445a98acb8985970,Falaniko Vitale,"5' 10""",--,Orthodox,"Jul 14, 1974",30-11-0
1e4f273069fb9e85,Fares Ziam,"6' 1""","75""",Orthodox,"Mar 21, 1997",18-5-0
a09ed60aa67a3f67,Farid Basharat,"5' 8""","71""",Orthodox,"Aug 02, 1997",16-0-0
c88f8a9c1ea7165d,Farman Hasanov,"5' 11""","74""",Orthodox,"Aug 01, 1995",6-0-0
745fa7b605f8e2da,Fatima Kline,"5' 6""","67""",Orthodox,"Jul 12, 2000",10-1-0
b6850671a008bf9a,Felice Herrig,"5' 4""","65""",Orthodox,"Sep 18, 1984",14-10-0
39d91e95949de3d9,Felicia Spencer,"5' 6""","68""",Orthodox,"Nov 29, 1990",9-3-0
71002dbc1743b9a7,Felipe Arantes,"5' 8""","73""",Orthodox,"Feb 09, 1988",18-10-1 (2 NC)
53c10176e3bc7416,Felipe Bunes,"5' 7""","69""",Orthodox,"Oct 29, 1989",14-9-0
dbac0a413af64bbe,Felipe Colares,"5' 8""","69""",Orthodox,"Mar 31, 1994",10-4-0
e564146b9cf6dbef,Felipe Franco,"6' 1""","76""",Orthodox,"Jan 22, 2001",11-2-0
9256f591b30c073e,Felipe Lima,"5' 6""","68""",Orthodox,"May 07, 1998",14-2-0
948880beac71f028,Felipe Olivieri,"5' 9""",--,Orthodox,"Apr 12, 1985",14-5-0 (1 NC)
1b38a2b897f6209c,Felipe Silva,"6' 0""","77""",Orthodox,"May 08, 1984",8-2-0
5cdf5339728f580d,Felipe dos Santos,"5' 7""","70""",Orthodox,"Sep 11, 2000",8-3-0 (1 NC)
6cbb7661c3258617,Felix Lee Mitchell,--,--,Orthodox,--,2-7-0
c940b42df95bbd28,Feng Xiaocan,"5' 6""","67""",Southpaw,"Oct 27, 2001",11-5-0
b8c0f30ee9a98b69,Fernando Bruno,"5' 6""",--,,"Feb 24, 1982",15-4-0
d2f43cfaf8ca3560,Fernando Padilla,"6' 1""","76""",Orthodox,"Dec 15, 1996",16-6-0
9e92e1ca498d7244,Fernie Garcia,"5' 7""","67""",Orthodox,"Apr 12, 1992",10-5-0
38ed5a2299230227,Filip Pejic,"5' 8""",--,Orthodox,"Jul 21, 1992",12-2-2
ab35634d1a8c7a11,Flavio Luiz Moura,"5' 11""",--,Open Stance,"Jan 26, 1976",19-7-0
5330fe7e4c3af81c,Floyd Sword,"6' 0""",--,Orthodox,"Aug 24, 1976",12-3-0
fcffee71cff5530e,Forrest Griffin,"6' 3""","77""",Orthodox,"Mar 16, 1979",19-7-0
e86bc32f5997a8f7,Forrest Petz,"5' 9""","71""",Orthodox,"Sep 22, 1975",26-10-0
d3b5ad3b15a64a18,Francesco Maturi,--,--,,--,0-1-0
b69f24c500d783e7,Francimar Barroso,"6' 1""","75""",Orthodox,"Feb 28, 1980",19-7-0 (1 NC)
3591d0d5d382a381,Francis Carmont,"6' 3""","78""",Orthodox,"Oct 11, 1981",25-12-0
5d495dec23d7c68e,Francis Marshall,"5' 9""","72""",Orthodox,"Mar 03, 1999",10-3-0
8d03ce87ca14e778,Francis Ngannou,"6' 4""","83""",Orthodox,"Sep 05, 1986",17-3-0
cdadae5363b66eef,Francisco Figueiredo,"5' 6""","68""",Southpaw,"Oct 23, 1989",13-5-1 (1 NC)
3920d0cc288f9b0d,Francisco Prado,"5' 10""","69""",Orthodox,"Jun 16, 2002",12-5-0
7ea4a9f07df33a45,Francisco Rivera,"5' 8""","70""",Orthodox,"Oct 08, 1981",11-7-0 (1 NC)
97a6bbe6e6566a94,Francisco Trevino,"5' 9""","70""",Orthodox,"Dec 17, 1981",13-3-0
a8283a4f415e1eb9,Francisco Trinaldo,"5' 9""","70""",Southpaw,"Aug 24, 1978",28-9-0
764342d39cdaa54a,Frank Camacho,"5' 10""","73""",Orthodox,"May 18, 1989",22-10-0
44f9c777fed7ca03,Frank Caracci,--,--,,"Feb 16, 1970",2-3-0
c3c23c99477c041b,Frank Hamaker,--,--,,--,1-0-0
edd8d5d8089a35f8,Frank Lester,"5' 11""",--,Orthodox,"Jun 10, 1984",11-6-0 (1 NC)
1ff9589f9065a9ed,Frank Mir,"6' 3""","79""",Southpaw,"May 24, 1979",18-11-0
fcaae0385b514f11,Frank Shamrock,"5' 10""",--,Orthodox,"Dec 08, 1972",23-10-2
d2d37e8eeb3abc8d,Frank Trigg,"5' 9""","71""",Southpaw,"May 07, 1972",21-9-0
f2688492b9a525a3,Frankie Edgar,"5' 6""","68""",Orthodox,"Oct 16, 1981",23-11-1
96c336b463e0662c,Frankie Perez,"5' 11""","73""",Orthodox,"May 11, 1989",10-4-0
9ba2226646046b63,Frankie Saenz,"5' 6""","66""",Orthodox,"Aug 12, 1980",13-7-0
8d5daf67983b65ba,Fred Ettish,"6' 0""",--,Southpaw,"Oct 12, 1955",1-1-0
320edfb0332b7073,Fredson Paixao,"5' 6""","66""",Orthodox,"May 13, 1979",10-5-0 (1 NC)
0ccab7c889ede9ea,Fredy Serrano,"5' 3""","65""",Orthodox,"Sep 22, 1979",3-2-0
5eb50529a8418b77,Gabe Green,"5' 10""","73""",Switch,"May 02, 1993",12-5-0
ccba80d4820ef557,Gabe Ruediger,"5' 10""",--,Orthodox,"Aug 29, 1977",18-8-0
436f970c9ea9169c,Gabriel Benitez,"5' 8""","71""",Southpaw,"Jun 15, 1988",23-13-0
01641ba5df0c69b0,Gabriel Bonfim,"6' 1""","72""",Orthodox,"Aug 20, 1997",20-1-0
270b89c00ef0c55c,Gabriel Gonzaga,"6' 2""","76""",Orthodox,"May 18, 1979",17-11-0
b909a9a9688b5284,Gabriel Miranda,"5' 11""","71""",Orthodox,"Mar 25, 1990",17-8-0
f2f140ce7532e327,Gabriel Santos,"5' 9""","70""",Orthodox,"Nov 28, 1996",12-2-0
002ca196477ce572,Gabriel Silva,"5' 6""","71""",Orthodox,"Aug 26, 1994",8-2-0
a6eb54ae17a551be,Gabriella Fernandes,"5' 6""","66""",Southpaw,"Aug 13, 1993",11-4-0
684d3aee255a3d09,Gadzhi Omargadzhiev,"6' 1""","71""",Switch,"Feb 24, 1993",13-2-0
af997f7611673880,Gadzhimurad Antigulov,"5' 11""","70""",Orthodox,"Feb 09, 1987",20-8-0
8765559b6a29a421,Gaetano Pirrello,"5' 7""","65""",Orthodox,"Apr 29, 1992",15-7-1
8a56ea383fd26e52,Galore Bofando,"5' 11""","72""",Switch,"May 22, 1982",5-3-0
d90b630e0561818b,Gan McGee,"6' 10""",--,Orthodox,"Nov 20, 1976",13-5-0
129537073431e52e,Garett Whiteley,"6' 0""","72""",Orthodox,"Dec 13, 1980",7-3-0
f215cfbd4ba3c270,Garreth McLellan,"6' 1""","72""",Southpaw,"Sep 01, 1982",13-6-0
1effd880e1f1bb30,Garrett Armfield,"5' 6""","70""",Orthodox,"Oct 09, 1996",10-5-0
fbbde91f7bc2d3c5,Gary Goodridge,"6' 3""",--,Orthodox,"Jan 17, 1966",23-22-1
7a39bbac8cc0fa70,Gasan Umalatov,"5' 11""","71""",Orthodox,"Sep 11, 1982",17-4-2
96924b0019b3aff1,Gaston Bolanos,"5' 7""","69""",Orthodox,"Sep 14, 1992",9-5-0
b2a78df161bd67f9,Gauge Young,"5' 9""","70""",Orthodox,"Jul 14, 2000",11-3-0
da816417a579a0bd,Gavin Tucker,"5' 6""","66""",Southpaw,"Jun 17, 1986",13-3-0
c169545ab0825f44,Geane Herrera,"5' 5""","66""",Orthodox,"May 27, 1990",9-3-0
232c582f29f8f65e,Gegard Mousasi,"6' 2""","76""",Orthodox,"Aug 01, 1985",42-6-2
cda1099995b46cc2,Genaro Valdez,"5' 9""","72""",Orthodox,"Jan 16, 1992",10-3-0
99dd0147dc4ef80c,Genki Sudo,"5' 9""",--,Orthodox,"Mar 08, 1978",15-4-2
b997be68943010fc,Geoff Neal,"5' 11""","75""",Southpaw,"Aug 28, 1990",16-8-0
3c0437fbeda06962,George Roop,"6' 1""","72""",Orthodox,"Nov 10, 1981",15-13-1
896c322f56b8be5a,George Sotiropoulos,"5' 10""","71""",Orthodox,"Jul 09, 1977",14-7-0
6c7e25571490aa3b,George Sullivan,"6' 0""","73""",Orthodox,"Mar 13, 1981",17-7-0 (1 NC)
6506c1d34da9c013,Georges St-Pierre,"5' 11""","76""",Orthodox,"May 19, 1981",26-2-0
c4b81cdecd5d6abe,Gerald Harris,"5' 11""","77""",Southpaw,"Nov 19, 1979",23-5-0
6ac9bc2953c47345,Gerald Meerschaert,"6' 1""","77""",Southpaw,"Dec 18, 1987",37-22-0
04f9fe830cf13482,Gerald Strebendt,"5' 9""",--,Orthodox,"Mar 01, 1979",9-7-0
9cfbfae5fa1fdd93,Geraldo de Freitas,"5' 7""","72""",Orthodox,"Sep 30, 1991",12-6-0
1d239d571e342453,Germaine de Randamie,"5' 9""","71""",Orthodox,"Apr 24, 1984",10-5-0
30cd319d39ee689b,Gerry Harris,"6' 8""",--,Orthodox,--,1-4-0
304fcd812f12c589,Geza Kalman,"6' 1""",--,,--,4-9-0
fcd448a2fe1a23cc,Gian Villante,"6' 3""","76""",Orthodox,"Aug 18, 1985",17-14-0
51ec9dc3b4964f19,Gianni Vazquez,"5' 7""","71""",Orthodox,"Jul 17, 1994",13-5-1
ea3ef6206c7907d5,Gideon Ray,"5' 10""",--,Southpaw,"May 27, 1973",17-15-1
9560ff14eb3129f7,Giga Chikadze,"6' 0""","74""",Orthodox,"Aug 25, 1988",15-6-0
31ceaf0e670c1578,Gil Castillo,"5' 9""",--,Southpaw,"Oct 21, 1965",8-5-0
d26934530dc5b248,Gilbert Aldana,"6' 1""",--,Orthodox,"Aug 25, 1977",6-2-0
23024fdfc966410a,Gilbert Burns,"5' 10""","71""",Orthodox,"Jul 20, 1986",22-10-0
aa5b4eff51bdc7d1,Gilbert Melendez,"5' 9""","73""",Orthodox,"Apr 12, 1982",22-8-0
54ed8dc6f8c31207,Gilbert Smith,"5' 9""",--,Southpaw,"Oct 19, 1981",12-6-0
b12fb759e02378de,Gilbert Urbina,"6' 3""","75""",Orthodox,"Apr 05, 1996",7-5-0
d29b5c4f22c6357d,Gilbert Yvel,"6' 2""","77""",Orthodox,"Jun 30, 1976",39-16-1 (1 NC)
38c7f72747f4f712,Gillian Robertson,"5' 5""","63""",Orthodox,"May 17, 1995",17-8-0
016a8d958883167c,Gina Mazany,"5' 6""","68""",Southpaw,"Aug 19, 1988",7-6-0
00a3ff40c4b2cf21,Glaico Franca Moreira,"6' 0""","77""",Orthodox,"Feb 28, 1991",15-5-0
75e5fec9f72910ef,Gleison Tibau,"5' 10""","71""",Southpaw,"Oct 07, 1983",33-14-0
5dd180c8b3196786,Gloria de Paula,"5' 5""","67""",Orthodox,"Jun 10, 1995",6-5-0
7ff97850e8c32bda,Glover Teixeira,"6' 2""","76""",Orthodox,"Oct 28, 1979",33-9-0
